5/7/2021 9:09:06 AM,Domain Networks

Enterprise Geodatabase,file:///C:/Users/mike/AppData/Local/Temp/ArcGISProTemp56640/cb2ab6ec990ede1a3d3c83d65b4c1634.sde
Utility Network Name,meh.unadmin.ElectricUN
Utility Network Release,3
ArcGIS Pro Version,2.7.0.0

DomainNetworkID,DomainName,TierRank,Tier,TierGroup,TopologyType,SupportDisjointSubnetworks,UpdateSubnetworkContainers,UpdateSubnetworkStructures
1,Structure,,,,,,,
2,Electric,,,,,,,
,,1,Electric Generation Station,,Mesh,True,,
,,2,Electric Transmission,,Mesh,True,,
,,3,Electric Sub Transmission,,Mesh,True,,
,,4,Electric Distribution Substation,,Radial,True,,
,,5,Electric Distribution,,Radial,False,,
,,5,Electric Distribution Mesh,,Mesh,True,,
,,6,Electric Secondary Mesh,,Mesh,True,,
,,6,Electric Secondary Radial,,Radial,False,,
,,,,,,,,
,,,,,,,,
TierRank,TierName,Property,Descriptor,Value
,Electric Distribution Mesh,,Apply Traversibiilty To,JunctionsAndEdges
,Electric Distribution Mesh,,Propagators,
,Electric Distribution Mesh,,Summaries,
,Electric Distribution Mesh,,,Add('E:Power') 'Category' = E:Distribution Transformer totalkva
,Electric Distribution Mesh,,,Add('E:Power') 'Category' = E:Reactive Power totalkvar
,Electric Distribution Mesh,,,Count('Device Asset Group') 'Category' = E:Customer Load totalservicepoint
,Electric Distribution Mesh,,,Count('Device Asset Group') 'Category' = E:Distribution Transformer totaltransformercount
,Electric Distribution Mesh,,,Count('Device Asset Group') 'Category' = E:Switching totalswitchcount
,Electric Distribution Mesh,,,
,Electric Distribution Mesh,Valid Subnetwork Controllers - 6,Asset Group,Asset Type
,Electric Distribution Mesh,,Medium Voltage Circuit Breaker,Three Phase Circuit Breaker
,Electric Distribution Mesh,,Medium Voltage Transformer,Overhead Step Three Phase
,Electric Distribution Mesh,,Medium Voltage Transformer,Overhead Three Phase
,Electric Distribution Mesh,,Medium Voltage Transformer,Pad Mounted Step Three Phase
,Electric Distribution Mesh,,Medium Voltage Transformer,Pad Mounted Three Phase
,Electric Distribution Mesh,,Medium Voltage Transformer,Subsurface Three Phase
,Electric Distribution Mesh,,,
,Electric Distribution Mesh,Valid Devices - 127,Asset Group,Asset Type
,Electric Distribution Mesh,,Low Voltage Line Monitor and Relay,LV Fault Indicator
,Electric Distribution Mesh,,Low Voltage Line Monitor and Relay,LV Load Monitor
,Electric Distribution Mesh,,Low Voltage Line Monitor and Relay,LV Relay
,Electric Distribution Mesh,,Ground,Bound
,Electric Distribution Mesh,,Ground,Rod
,Electric Distribution Mesh,,Ground,Voltage Grid
,Electric Distribution Mesh,,Ground,Stray Voltage Isolator
,Electric Distribution Mesh,,Low Voltage Arrester,LV Overhead Arrester
,Electric Distribution Mesh,,Low Voltage Arrester,LV Underground Arrester
,Electric Distribution Mesh,,Low Voltage Arrester,LV Station Arrester
,Electric Distribution Mesh,,Low Voltage Arrester,LV Indoor Arrester
,Electric Distribution Mesh,,Low Voltage Control Unit,Control Unit
,Electric Distribution Mesh,,Low Voltage Fuse,AC Overhead
,Electric Distribution Mesh,,Low Voltage Fuse,AC Underground
,Electric Distribution Mesh,,Low Voltage Fuse,DC Overhead
,Electric Distribution Mesh,,Low Voltage Fuse,DC Underground
,Electric Distribution Mesh,,Low Voltage Generation,Battery
,Electric Distribution Mesh,,Low Voltage Generation,Car Charger
,Electric Distribution Mesh,,Low Voltage Generation,Generator
,Electric Distribution Mesh,,Low Voltage Generation,Residential Photovoltaic Solar
,Electric Distribution Mesh,,Low Voltage Generation,Wind Turbine
,Electric Distribution Mesh,,Low Voltage Lighting,Flood light
,Electric Distribution Mesh,,Low Voltage Lighting,Streetlight
,Electric Distribution Mesh,,Low Voltage Motor,LV Single Phase Motor
,Electric Distribution Mesh,,Low Voltage Motor,LV Three Phase Motor
,Electric Distribution Mesh,,Low Voltage Network Protection,Network Protector
,Electric Distribution Mesh,,Low Voltage Power Conversion,LV Single Phase Inverter
,Electric Distribution Mesh,,Low Voltage Power Conversion,LV Single Phase Rectifier
,Electric Distribution Mesh,,Low Voltage Power Conversion,LV Three Phase Inverter
,Electric Distribution Mesh,,Low Voltage Power Conversion,LV Three Phase Rectifier
,Electric Distribution Mesh,,Low Voltage Power Factor Correcting,LV Mobile Harmonic Filter
,Electric Distribution Mesh,,Low Voltage Power Factor Correcting,LV Mobile Reactor
,Electric Distribution Mesh,,Low Voltage Power Factor Correcting,LV Overhead Capacitor
,Electric Distribution Mesh,,Low Voltage Power Factor Correcting,LV Overhead Harmonic Filter
,Electric Distribution Mesh,,Low Voltage Power Factor Correcting,LV Overhead Reactor
,Electric Distribution Mesh,,Low Voltage Power Factor Correcting,Pad Mounted Capacitor
,Electric Distribution Mesh,,Low Voltage Power Factor Correcting,Pad Mounted Harmonic Filter
,Electric Distribution Mesh,,Low Voltage Power Factor Correcting,Pad Mounted Reactor
,Electric Distribution Mesh,,Low Voltage Power Factor Correcting,LV Station Capacitor
,Electric Distribution Mesh,,Low Voltage Power Factor Correcting,LV Station Harmonic Filter
,Electric Distribution Mesh,,Low Voltage Power Factor Correcting,LV Station Reactor
,Electric Distribution Mesh,,Low Voltage Service,Single Phase Commercial
,Electric Distribution Mesh,,Low Voltage Service,Single Phase Residential
,Electric Distribution Mesh,,Low Voltage Service,Three Phase Commercial
,Electric Distribution Mesh,,Low Voltage Service,Three Phase Residential
,Electric Distribution Mesh,,Low Voltage Service,Unmetered Load
,Electric Distribution Mesh,,Low Voltage Switch,LV Overhead Jumper
,Electric Distribution Mesh,,Medium Voltage Circuit Breaker,Network Protector
,Electric Distribution Mesh,,Medium Voltage Circuit Breaker,Three Phase Circuit Breaker
,Electric Distribution Mesh,,Medium Voltage Elbow,Single Phase Dead Break
,Electric Distribution Mesh,,Medium Voltage Elbow,Single Phase Load Break
,Electric Distribution Mesh,,Medium Voltage Elbow,Three Phase Dead Break
,Electric Distribution Mesh,,Medium Voltage Elbow,Three Phase Load Break
,Electric Distribution Mesh,,Medium Voltage Elbow,Two Phase Dead Break
,Electric Distribution Mesh,,Medium Voltage Elbow,Two Phase Load Break
,Electric Distribution Mesh,,Medium Voltage Fuse,Bayonet
,Electric Distribution Mesh,,Medium Voltage Fuse,Cabinet Fuse
,Electric Distribution Mesh,,Medium Voltage Line Monitor and Relay,Programmable Logic Unit
,Electric Distribution Mesh,,Medium Voltage Line Monitor and Relay,Remote Terminal Unit
,Electric Distribution Mesh,,Medium Voltage Line Monitor and Relay,SCADA Load Monitor
,Electric Distribution Mesh,,Medium Voltage Line Monitor and Relay,SCADA Weather Station
,Electric Distribution Mesh,,Medium Voltage Motor and Pump,Single Phase Motor
,Electric Distribution Mesh,,Medium Voltage Motor and Pump,Single Phase Pump
,Electric Distribution Mesh,,Medium Voltage Motor and Pump,Three Phase Motor
,Electric Distribution Mesh,,Medium Voltage Motor and Pump,Three Phase Pump
,Electric Distribution Mesh,,Medium Voltage Power Conversion,Wave Trap
,Electric Distribution Mesh,,Medium Voltage Power Conversion,Single Phase Inverter
,Electric Distribution Mesh,,Medium Voltage Power Conversion,Single Phase Rectifier
,Electric Distribution Mesh,,Medium Voltage Power Conversion,Three Phase Inverter
,Electric Distribution Mesh,,Medium Voltage Power Conversion,Three Phase Rectifier
,Electric Distribution Mesh,,Medium Voltage Power Factor Correcting,Mobile Harmonic Filter
,Electric Distribution Mesh,,Medium Voltage Power Factor Correcting,Mobile Reactor
,Electric Distribution Mesh,,Medium Voltage Power Factor Correcting,Pad Mounted Harmonic Filter
,Electric Distribution Mesh,,Medium Voltage Power Factor Correcting,Pad Mounted Reactor
,Electric Distribution Mesh,,Medium Voltage Power Factor Correcting,Mobile Capacitor
,Electric Distribution Mesh,,Medium Voltage Power Factor Correcting,Overhead Single Phase Capacitor
,Electric Distribution Mesh,,Medium Voltage Power Factor Correcting,Overhead Three Phase Capacitor
,Electric Distribution Mesh,,Medium Voltage Power Factor Correcting,Overhead Harmonic Filter
,Electric Distribution Mesh,,Medium Voltage Power Factor Correcting,Overhead Reactor
,Electric Distribution Mesh,,Medium Voltage Power Factor Correcting,Pad Mounted Capacitor Single Phase
,Electric Distribution Mesh,,Medium Voltage Power Factor Correcting,Pad Mounted Capacitor Three Phase
,Electric Distribution Mesh,,Medium Voltage Regulator,Overhead Single Phase VR
,Electric Distribution Mesh,,Medium Voltage Regulator,Overhead Three Phase VR
,Electric Distribution Mesh,,Medium Voltage Regulator,Pad Mounted Single Phase VR
,Electric Distribution Mesh,,Medium Voltage Regulator,Pad Mounted Three Phase VR
,Electric Distribution Mesh,,Medium Voltage Service,Primary Meter - Industrial Customer
,Electric Distribution Mesh,,Medium Voltage Service,Primary Meter - Utility Customer
,Electric Distribution Mesh,,Medium Voltage Service,Primary Meter Circuit Source
,Electric Distribution Mesh,,Medium Voltage Switch,Cabinet Switch
,Electric Distribution Mesh,,Medium Voltage Switch,Overhead Single Phase Disconnect
,Electric Distribution Mesh,,Medium Voltage Switch,Overhead Single Phase Load Break
,Electric Distribution Mesh,,Medium Voltage Switch,Overhead Single Phase Recloser
,Electric Distribution Mesh,,Medium Voltage Switch,Overhead Single Phase Sectionalizer
,Electric Distribution Mesh,,Medium Voltage Switch,Overhead Three Phase Disconnect
,Electric Distribution Mesh,,Medium Voltage Switch,Overhead Three Phase Load Break
,Electric Distribution Mesh,,Medium Voltage Switch,Overhead Three Phase Recloser
,Electric Distribution Mesh,,Medium Voltage Switch,Overhead Three Phase Sectionalizer
,Electric Distribution Mesh,,Medium Voltage Switch,Pad Mounted Fault Interrupter
,Electric Distribution Mesh,,Medium Voltage Switch,Pad Mounted Single Phase Recloser
,Electric Distribution Mesh,,Medium Voltage Switch,Pad Mounted Three Phase Recloser
,Electric Distribution Mesh,,Medium Voltage Switch,Pad Mounted Single Phase Sectionalizer
,Electric Distribution Mesh,,Medium Voltage Switch,Pad Mounted Three Phase Sectionalizer
,Electric Distribution Mesh,,Medium Voltage Switch,Station Single Phase
,Electric Distribution Mesh,,Medium Voltage Switch,Station Three Phase
,Electric Distribution Mesh,,Medium Voltage Switch,V Blade
,Electric Distribution Mesh,,Medium Voltage Switch,Underground Single Phase Disconnect
,Electric Distribution Mesh,,Medium Voltage Switch,Underground Single Phase Load Break
,Electric Distribution Mesh,,Medium Voltage Switch,Underground Three Phase Disconnect
,Electric Distribution Mesh,,Medium Voltage Switch,Underground Three Phase Load Break
,Electric Distribution Mesh,,Medium Voltage Switch,Underground Transfer Switch
,Electric Distribution Mesh,,Medium Voltage Switch,Two Phase Recloser
,Electric Distribution Mesh,,Medium Voltage Switch,Two Phase Sectionalizer
,Electric Distribution Mesh,,Medium Voltage Transformer,Grounding Transformer
,Electric Distribution Mesh,,Medium Voltage Transformer,Overhead Single Phase
,Electric Distribution Mesh,,Medium Voltage Transformer,Overhead Step Single Phase
,Electric Distribution Mesh,,Medium Voltage Transformer,Overhead Step Three Phase
,Electric Distribution Mesh,,Medium Voltage Transformer,Overhead Three Phase
,Electric Distribution Mesh,,Medium Voltage Transformer,Pad Mounted Single Phase
,Electric Distribution Mesh,,Medium Voltage Transformer,Pad Mounted Step Single Phase
,Electric Distribution Mesh,,Medium Voltage Transformer,Pad Mounted Step Three Phase
,Electric Distribution Mesh,,Medium Voltage Transformer,Pad Mounted Three Phase
,Electric Distribution Mesh,,Medium Voltage Transformer,Subsurface Single Phase
,Electric Distribution Mesh,,Medium Voltage Transformer,Subsurface Three Phase
,Electric Distribution Mesh,,Medium Voltage Transformer,Overhead Three Phase Open Delta
,Electric Distribution Mesh,,Medium Voltage Transformer,Overhead Three Phase Open Wye
,Electric Distribution Mesh,,Medium Voltage Transformer,Pad Mounted Three Phase Open Delta
,Electric Distribution Mesh,,Medium Voltage Transformer,Pad Mounted Three Phase Open Wye
,Electric Distribution Mesh,,,
,Electric Distribution Mesh,Valid Lines - 24,Asset Group,Asset Type
,Electric Distribution Mesh,,Low Voltage Busbar,Cabinet
,Electric Distribution Mesh,,Low Voltage Busbar,Station
,Electric Distribution Mesh,,Low Voltage Conductor,Overhead
,Electric Distribution Mesh,,Low Voltage Conductor,Submersible
,Electric Distribution Mesh,,Low Voltage Conductor,Underground
,Electric Distribution Mesh,,Low Voltage Connector,Connector
,Electric Distribution Mesh,,Medium Voltage Busbar,Cabinet Single Phase
,Electric Distribution Mesh,,Medium Voltage Busbar,Cabinet Three Phase
,Electric Distribution Mesh,,Medium Voltage Busbar,Station Single Phase
,Electric Distribution Mesh,,Medium Voltage Busbar,Station Three Phase
,Electric Distribution Mesh,,Medium Voltage Conductor,Overhead Single Phase
,Electric Distribution Mesh,,Medium Voltage Conductor,Overhead Three Phase
,Electric Distribution Mesh,,Medium Voltage Conductor,Overhead Two Phase
,Electric Distribution Mesh,,Medium Voltage Conductor,Submersible Single Phase
,Electric Distribution Mesh,,Medium Voltage Conductor,Submersible Three Phase
,Electric Distribution Mesh,,Medium Voltage Conductor,Underground Single Phase
,Electric Distribution Mesh,,Medium Voltage Conductor,Underground Three Phase
,Electric Distribution Mesh,,Medium Voltage Conductor,Underground Two Phase
,Electric Distribution Mesh,,Medium Voltage Connector,Single Phase
,Electric Distribution Mesh,,Medium Voltage Connector,Three Phase
,Electric Distribution Mesh,,Medium Voltage Connector,Two Phase
,Electric Distribution Mesh,,Neutral,Overhead Bare
,Electric Distribution Mesh,,Neutral,Overhead Shielded
,Electric Distribution Mesh,,Neutral,Underground Shielded
,Electric Distribution Mesh,,,
,Electric Distribution Mesh,Aggregrated Lines for SubnetLine Feature - 3,Asset Group,Asset Type
,Electric Distribution Mesh,,Medium Voltage Conductor,Overhead Three Phase
,Electric Distribution Mesh,,Medium Voltage Conductor,Submersible Three Phase
,Electric Distribution Mesh,,Medium Voltage Conductor,Underground Three Phase
,Electric Distribution Mesh,,,
,Electric Distribution Mesh,Valid Junctions - 0,Asset Group,Asset Type
,Electric Distribution Mesh,,,
,Electric Distribution Mesh,Subnetwork Diagram Templates - 0,,
,Electric Distribution Mesh,,,
6,Electric Secondary Mesh,,,
,Electric Secondary Mesh,Trace Configuration,Property,Value
,Electric Secondary Mesh,,Condition Barriers,'E:Device Status' = 1 OR 'Lifecycle Status' DoesNotIncludeAny 24 OR 'Category' = E:Ground
,Electric Secondary Mesh,,Apply Traversibiilty To,JunctionsAndEdges
,Electric Secondary Mesh,,Propagators,
,Electric Secondary Mesh,,Summaries,
,Electric Secondary Mesh,,,Count('Device Asset Group') 'Category' = E:Customer Load totalservicepoint
,Electric Secondary Mesh,,,
,Electric Secondary Mesh,Valid Subnetwork Controllers - 3,Asset Group,Asset Type
,Electric Secondary Mesh,,Low Voltage Network Protection,Network Protector
,Electric Secondary Mesh,,Medium Voltage Transformer,Overhead Three Phase
,Electric Secondary Mesh,,Medium Voltage Transformer,Pad Mounted Three Phase
,Electric Secondary Mesh,,,
,Electric Secondary Mesh,Valid Devices - 65,Asset Group,Asset Type
,Electric Secondary Mesh,,Low Voltage Line Monitor and Relay,LV Fault Indicator
,Electric Secondary Mesh,,Low Voltage Line Monitor and Relay,LV Load Monitor
,Electric Secondary Mesh,,Low Voltage Line Monitor and Relay,LV Relay
,Electric Secondary Mesh,,Ground,Bound
,Electric Secondary Mesh,,Ground,Rod
,Electric Secondary Mesh,,Ground,Voltage Grid
,Electric Secondary Mesh,,Ground,Stray Voltage Isolator
,Electric Secondary Mesh,,Low Voltage Arrester,LV Overhead Arrester
,Electric Secondary Mesh,,Low Voltage Arrester,LV Underground Arrester
,Electric Secondary Mesh,,Low Voltage Arrester,LV Station Arrester
,Electric Secondary Mesh,,Low Voltage Arrester,LV Indoor Arrester
,Electric Secondary Mesh,,Low Voltage Control Unit,Control Unit
,Electric Secondary Mesh,,Low Voltage Fuse,AC Overhead
,Electric Secondary Mesh,,Low Voltage Fuse,AC Underground
,Electric Secondary Mesh,,Low Voltage Fuse,DC Overhead
,Electric Secondary Mesh,,Low Voltage Fuse,DC Underground
,Electric Secondary Mesh,,Low Voltage Generation,Battery
,Electric Secondary Mesh,,Low Voltage Generation,Car Charger
,Electric Secondary Mesh,,Low Voltage Generation,Generator
,Electric Secondary Mesh,,Low Voltage Generation,Residential Photovoltaic Solar
,Electric Secondary Mesh,,Low Voltage Generation,Wind Turbine
,Electric Secondary Mesh,,Low Voltage Lighting,Flood light
,Electric Secondary Mesh,,Low Voltage Lighting,Streetlight
,Electric Secondary Mesh,,Low Voltage Motor,LV Single Phase Motor
,Electric Secondary Mesh,,Low Voltage Motor,LV Three Phase Motor
,Electric Secondary Mesh,,Low Voltage Network Protection,Network Protector
,Electric Secondary Mesh,,Low Voltage Power Conversion,LV Single Phase Inverter
,Electric Secondary Mesh,,Low Voltage Power Conversion,LV Single Phase Rectifier
,Electric Secondary Mesh,,Low Voltage Power Conversion,LV Three Phase Inverter
,Electric Secondary Mesh,,Low Voltage Power Conversion,LV Three Phase Rectifier
,Electric Secondary Mesh,,Low Voltage Power Factor Correcting,LV Mobile Harmonic Filter
,Electric Secondary Mesh,,Low Voltage Power Factor Correcting,LV Mobile Reactor
,Electric Secondary Mesh,,Low Voltage Power Factor Correcting,LV Overhead Capacitor
,Electric Secondary Mesh,,Low Voltage Power Factor Correcting,LV Overhead Harmonic Filter
,Electric Secondary Mesh,,Low Voltage Power Factor Correcting,LV Overhead Reactor
,Electric Secondary Mesh,,Low Voltage Power Factor Correcting,Pad Mounted Capacitor
,Electric Secondary Mesh,,Low Voltage Power Factor Correcting,Pad Mounted Harmonic Filter
,Electric Secondary Mesh,,Low Voltage Power Factor Correcting,Pad Mounted Reactor
,Electric Secondary Mesh,,Low Voltage Power Factor Correcting,LV Station Capacitor
,Electric Secondary Mesh,,Low Voltage Power Factor Correcting,LV Station Harmonic Filter
,Electric Secondary Mesh,,Low Voltage Power Factor Correcting,LV Station Reactor
,Electric Secondary Mesh,,Low Voltage Power Factor Correcting,Wave Trap
,Electric Secondary Mesh,,Low Voltage Service,Single Phase Commercial
,Electric Secondary Mesh,,Low Voltage Service,Single Phase Residential
,Electric Secondary Mesh,,Low Voltage Service,Three Phase Commercial
,Electric Secondary Mesh,,Low Voltage Service,Three Phase Residential
,Electric Secondary Mesh,,Low Voltage Service,Unmetered Load
,Electric Secondary Mesh,,Low Voltage Switch,Overhead AC Load Break
,Electric Secondary Mesh,,Low Voltage Switch,Overhead AC Disconnect
,Electric Secondary Mesh,,Low Voltage Switch,Overhead DC Load Break
,Electric Secondary Mesh,,Low Voltage Switch,Overhead DC Disconnect
,Electric Secondary Mesh,,Low Voltage Switch,Underground AC Load Break
,Electric Secondary Mesh,,Low Voltage Switch,Underground AC Disconnect
,Electric Secondary Mesh,,Low Voltage Switch,Underground DC Load Break
,Electric Secondary Mesh,,Low Voltage Switch,Underground DC Disconnect
,Electric Secondary Mesh,,Low Voltage Switch,Indoor AC Load Break
,Electric Secondary Mesh,,Low Voltage Switch,Indoor AC Disconnect
,Electric Secondary Mesh,,Low Voltage Switch,Indoor DC Load Break
,Electric Secondary Mesh,,Low Voltage Switch,Indoor DC Disconnect
,Electric Secondary Mesh,,Low Voltage Switch,Source Selectable Switch
,Electric Secondary Mesh,,Low Voltage Switch,LV Overhead Jumper
,Electric Secondary Mesh,,Low Voltage Transformer,Single Phase
,Electric Secondary Mesh,,Low Voltage Transformer,Three Phase
,Electric Secondary Mesh,,Medium Voltage Transformer,Overhead Three Phase
,Electric Secondary Mesh,,Medium Voltage Transformer,Pad Mounted Three Phase
,Electric Secondary Mesh,,,
,Electric Secondary Mesh,Valid Lines - 9,Asset Group,Asset Type
,Electric Secondary Mesh,,Low Voltage Busbar,Cabinet
,Electric Secondary Mesh,,Low Voltage Busbar,Station
,Electric Secondary Mesh,,Low Voltage Conductor,Overhead
,Electric Secondary Mesh,,Low Voltage Conductor,Submersible
,Electric Secondary Mesh,,Low Voltage Conductor,Underground
,Electric Secondary Mesh,,Low Voltage Connector,Connector
,Electric Secondary Mesh,,Neutral,Overhead Bare
,Electric Secondary Mesh,,Neutral,Overhead Shielded
,Electric Secondary Mesh,,Neutral,Underground Shielded
,Electric Secondary Mesh,,,
,Electric Secondary Mesh,Aggregrated Lines for SubnetLine Feature - 3,Asset Group,Asset Type
,Electric Secondary Mesh,,Low Voltage Conductor,Overhead
,Electric Secondary Mesh,,Low Voltage Conductor,Submersible
,Electric Secondary Mesh,,Low Voltage Conductor,Underground
,Electric Secondary Mesh,,,
,Electric Secondary Mesh,Valid Junctions - 0,Asset Group,Asset Type
,Electric Secondary Mesh,,,
,Electric Secondary Mesh,Subnetwork Diagram Templates - 0,,
,Electric Secondary Mesh,,,
6,Electric Secondary Radial,,,
,Electric Secondary Radial,Trace Configuration,Property,Value
,Electric Secondary Radial,,Condition Barriers,'E:Device Status' = 1 OR 'Lifecycle Status' DoesNotIncludeAny 24 OR 'Category' = E:Ground
,Electric Secondary Radial,,Apply Traversibiilty To,JunctionsAndEdges
,Electric Secondary Radial,,Propagators,
,Electric Secondary Radial,,Summaries,
,Electric Secondary Radial,,,Count('Device Asset Group') 'Category' = E:Customer Load totalservicepoint
,Electric Secondary Radial,,,
,Electric Secondary Radial,Valid Subnetwork Controllers - 3,Asset Group,Asset Type
,Electric Secondary Radial,,Low Voltage Network Protection,Network Protector
,Electric Secondary Radial,,Medium Voltage Transformer,Overhead Three Phase
,Electric Secondary Radial,,Medium Voltage Transformer,Pad Mounted Three Phase
,Electric Secondary Radial,,,
,Electric Secondary Radial,Valid Devices - 64,Asset Group,Asset Type
,Electric Secondary Radial,,Low Voltage Line Monitor and Relay,LV Fault Indicator
,Electric Secondary Radial,,Low Voltage Line Monitor and Relay,LV Load Monitor
,Electric Secondary Radial,,Low Voltage Line Monitor and Relay,LV Relay
,Electric Secondary Radial,,Ground,Bound
,Electric Secondary Radial,,Ground,Rod
,Electric Secondary Radial,,Ground,Voltage Grid
,Electric Secondary Radial,,Ground,Stray Voltage Isolator
,Electric Secondary Radial,,Low Voltage Arrester,LV Overhead Arrester
,Electric Secondary Radial,,Low Voltage Arrester,LV Underground Arrester
,Electric Secondary Radial,,Low Voltage Arrester,LV Station Arrester
,Electric Secondary Radial,,Low Voltage Arrester,LV Indoor Arrester
,Electric Secondary Radial,,Low Voltage Control Unit,Control Unit
,Electric Secondary Radial,,Low Voltage Fuse,AC Overhead
,Electric Secondary Radial,,Low Voltage Fuse,AC Underground
,Electric Secondary Radial,,Low Voltage Fuse,DC Overhead
,Electric Secondary Radial,,Low Voltage Fuse,DC Underground
,Electric Secondary Radial,,Low Voltage Generation,Battery
,Electric Secondary Radial,,Low Voltage Generation,Car Charger
,Electric Secondary Radial,,Low Voltage Generation,Generator
,Electric Secondary Radial,,Low Voltage Generation,Residential Photovoltaic Solar
,Electric Secondary Radial,,Low Voltage Generation,Wind Turbine
,Electric Secondary Radial,,Low Voltage Lighting,Flood light
,Electric Secondary Radial,,Low Voltage Lighting,Streetlight
,Electric Secondary Radial,,Low Voltage Motor,LV Single Phase Motor
,Electric Secondary Radial,,Low Voltage Motor,LV Three Phase Motor
,Electric Secondary Radial,,Low Voltage Network Protection,Network Protector
,Electric Secondary Radial,,Low Voltage Power Conversion,LV Single Phase Inverter
,Electric Secondary Radial,,Low Voltage Power Conversion,LV Single Phase Rectifier
,Electric Secondary Radial,,Low Voltage Power Conversion,LV Three Phase Inverter
,Electric Secondary Radial,,Low Voltage Power Conversion,LV Three Phase Rectifier
,Electric Secondary Radial,,Low Voltage Power Factor Correcting,LV Mobile Harmonic Filter
,Electric Secondary Radial,,Low Voltage Power Factor Correcting,LV Mobile Reactor
,Electric Secondary Radial,,Low Voltage Power Factor Correcting,LV Overhead Capacitor
,Electric Secondary Radial,,Low Voltage Power Factor Correcting,LV Overhead Harmonic Filter
,Electric Secondary Radial,,Low Voltage Power Factor Correcting,LV Overhead Reactor
,Electric Secondary Radial,,Low Voltage Power Factor Correcting,Pad Mounted Capacitor
,Electric Secondary Radial,,Low Voltage Power Factor Correcting,Pad Mounted Harmonic Filter
,Electric Secondary Radial,,Low Voltage Power Factor Correcting,Pad Mounted Reactor
,Electric Secondary Radial,,Low Voltage Power Factor Correcting,LV Station Capacitor
,Electric Secondary Radial,,Low Voltage Power Factor Correcting,LV Station Harmonic Filter
,Electric Secondary Radial,,Low Voltage Power Factor Correcting,LV Station Reactor
,Electric Secondary Radial,,Low Voltage Service,Single Phase Commercial
,Electric Secondary Radial,,Low Voltage Service,Single Phase Residential
,Electric Secondary Radial,,Low Voltage Service,Three Phase Commercial
,Electric Secondary Radial,,Low Voltage Service,Three Phase Residential
,Electric Secondary Radial,,Low Voltage Service,Unmetered Load
,Electric Secondary Radial,,Low Voltage Switch,Overhead AC Load Break
,Electric Secondary Radial,,Low Voltage Switch,Overhead AC Disconnect
,Electric Secondary Radial,,Low Voltage Switch,Overhead DC Load Break
,Electric Secondary Radial,,Low Voltage Switch,Overhead DC Disconnect
,Electric Secondary Radial,,Low Voltage Switch,Underground AC Load Break
,Electric Secondary Radial,,Low Voltage Switch,Underground AC Disconnect
,Electric Secondary Radial,,Low Voltage Switch,Underground DC Load Break
,Electric Secondary Radial,,Low Voltage Switch,Underground DC Disconnect
,Electric Secondary Radial,,Low Voltage Switch,Indoor AC Load Break
,Electric Secondary Radial,,Low Voltage Switch,Indoor AC Disconnect
,Electric Secondary Radial,,Low Voltage Switch,Indoor DC Load Break
,Electric Secondary Radial,,Low Voltage Switch,Indoor DC Disconnect
,Electric Secondary Radial,,Low Voltage Switch,Source Selectable Switch
,Electric Secondary Radial,,Low Voltage Switch,LV Overhead Jumper
,Electric Secondary Radial,,Low Voltage Transformer,Single Phase
,Electric Secondary Radial,,Low Voltage Transformer,Three Phase
,Electric Secondary Radial,,Medium Voltage Transformer,Overhead Three Phase
,Electric Secondary Radial,,Medium Voltage Transformer,Pad Mounted Three Phase
,Electric Secondary Radial,,,
,Electric Secondary Radial,Valid Lines - 9,Asset Group,Asset Type
,Electric Secondary Radial,,Low Voltage Busbar,Cabinet
,Electric Secondary Radial,,Low Voltage Busbar,Station
,Electric Secondary Radial,,Low Voltage Conductor,Overhead
,Electric Secondary Radial,,Low Voltage Conductor,Submersible
,Electric Secondary Radial,,Low Voltage Conductor,Underground
,Electric Secondary Radial,,Low Voltage Connector,Connector
,Electric Secondary Radial,,Neutral,Overhead Bare
,Electric Secondary Radial,,Neutral,Overhead Shielded
,Electric Secondary Radial,,Neutral,Underground Shielded
,Electric Secondary Radial,,,
,Electric Secondary Radial,Aggregrated Lines for SubnetLine Feature - 3,Asset Group,Asset Type
,Electric Secondary Radial,,Low Voltage Conductor,Overhead
,Electric Secondary Radial,,Low Voltage Conductor,Submersible
,Electric Secondary Radial,,Low Voltage Conductor,Underground
,Electric Secondary Radial,,,
,Electric Secondary Radial,Valid Junctions - 0,Asset Group,Asset Type
,Electric Secondary Radial,,,
,Electric Secondary Radial,Subnetwork Diagram Templates - 0,,
,Electric Secondary Radial,,,
